frameId,x_above,y_above,xa_above,ya_above,xb_above,yb_above,xc_above,yc_above,xd_above,yd_above,x_side,y_side,xa_side,ya_side,xb_side,yb_side,xc_side,yc_side,xd_side,yd_side,height,swimmerId,underwater,video,interpolateData
5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5958,0,0,0,0,0,0,0,0,0,0,692,649,574,624,783,624,783,680,574,680,209,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5963,0,0,0,0,0,0,0,0,0,0,702,652,575,615,791,615,791,703,575,703,216,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5964,0,0,0,0,0,0,0,0,0,0,703,651,573,610,791,610,791,703,573,703,218,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5966,0,0,0,0,0,0,0,0,0,0,693,647,568,607,789,607,789,701,568,701,221,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5967,0,0,0,0,0,0,0,0,0,0,691,647,564,604,790,604,790,701,564,701,226,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5968,0,0,0,0,0,0,0,0,0,0,693,646,562,600,790,600,790,699,562,699,228,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5969,0,0,0,0,0,0,0,0,0,0,690,644,556,598,790,598,790,699,556,699,234,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5976,0,0,0,0,0,0,0,0,0,0,688,630,559,573,791,573,791,690,559,690,232,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5977,0,0,0,0,0,0,0,0,0,0,690,627,560,568,796,568,796,687,560,687,236,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5978,0,0,0,0,0,0,0,0,0,0,694,626,558,562,806,562,806,686,558,686,248,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5979,0,0,0,0,0,0,0,0,0,0,695,622,558,557,806,557,806,684,558,684,248,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5980,0,0,0,0,0,0,0,0,0,0,689,619,558,549,804,549,804,684,558,684,246,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5981,0,0,0,0,0,0,0,0,0,0,698,614,555,538,809,538,809,685,555,685,254,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5982,0,0,0,0,0,0,0,0,0,0,699,609,556,520,812,520,812,686,556,686,256,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5983,0,0,0,0,0,0,0,0,0,0,693,610,557,501,811,501,811,686,557,686,254,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5984,0,0,0,0,0,0,0,0,0,0,691,596,558,476,797,476,797,675,558,675,239,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5985,0,0,0,0,0,0,0,0,0,0,696,592,556,448,821,448,821,667,556,667,265,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5986,0,0,0,0,0,0,0,0,0,0,692,573,556,416,792,416,792,665,556,665,236,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5987,0,0,0,0,0,0,0,0,0,0,695,576,552,388,797,388,797,677,552,677,245,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5988,0,0,0,0,0,0,0,0,0,0,698,570,552,364,803,364,803,681,552,681,251,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5989,0,0,0,0,0,0,0,0,0,0,702,549,552,344,798,344,798,680,552,680,246,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5990,0,0,0,0,0,0,0,0,0,0,700,536,550,330,795,330,795,680,550,680,245,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5991,0,0,0,0,0,0,0,0,0,0,701,546,544,336,793,336,793,680,544,680,249,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5992,0,0,0,0,0,0,0,0,0,0,702,548,544,344,794,344,794,682,544,682,250,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5993,0,0,0,0,0,0,0,0,0,0,707,549,540,359,797,359,797,675,540,675,257,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5994,0,0,0,0,0,0,0,0,0,0,709,555,539,367,799,367,799,673,539,673,260,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5995,0,0,0,0,0,0,0,0,0,0,705,558,536,360,807,360,807,671,536,671,271,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5996,0,0,0,0,0,0,0,0,0,0,740,507,670,359,811,359,811,638,670,638,141,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5997,0,0,0,0,0,0,0,0,0,0,662,604,530,531,740,531,740,669,530,669,210,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5998,0,0,0,0,0,0,0,0,0,0,662,607,526,534,732,534,732,670,526,670,206,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
5999,0,0,0,0,0,0,0,0,0,0,738,513,654,358,819,358,819,630,654,630,165,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6000,0,0,0,0,0,0,0,0,0,0,638,620,509,560,732,560,732,669,509,669,223,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6001,0,0,0,0,0,0,0,0,0,0,737,518,634,336,838,336,838,637,634,637,204,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6002,0,0,0,0,0,0,0,0,0,0,732,512,618,323,857,323,857,643,618,643,239,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6003,0,0,0,0,0,0,0,0,0,0,708,492,604,310,795,310,795,647,604,647,191,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6004,0,0,0,0,0,0,0,0,0,0,696,473,592,301,797,301,797,638,592,638,205,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6005,0,0,0,0,0,0,0,0,0,0,692,469,584,294,789,294,789,638,584,638,205,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6006,0,0,0,0,0,0,0,0,0,0,689,469,574,292,785,292,785,639,574,639,211,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6007,0,0,0,0,0,0,0,0,0,0,713,498,573,296,836,296,836,641,573,641,263,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6008,0,0,0,0,0,0,0,0,0,0,685,479,570,304,783,304,783,647,570,647,213,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6009,0,0,0,0,0,0,0,0,0,0,689,499,572,324,783,324,783,646,572,646,211,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6010,0,0,0,0,0,0,0,0,0,0,692,515,586,341,775,341,775,646,586,646,189,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6011,0,0,0,0,0,0,0,0,0,0,693,521,596,368,782,368,782,647,596,647,186,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6012,0,0,0,0,0,0,0,0,0,0,691,528,604,395,782,395,782,646,604,646,178,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6013,0,0,0,0,0,0,0,0,0,0,584,606,482,549,670,549,670,655,482,655,188,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6014,0,0,0,0,0,0,0,0,0,0,575,603,478,550,666,550,666,652,478,652,188,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6015,0,0,0,0,0,0,0,0,0,0,567,606,474,544,662,544,662,655,474,655,188,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6016,0,0,0,0,0,0,0,0,0,0,561,605,468,541,657,541,657,655,468,655,189,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6017,0,0,0,0,0,0,0,0,0,0,547,599,452,537,646,537,646,655,452,655,194,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6018,0,0,0,0,0,0,0,0,0,0,535,598,435,536,643,536,643,658,435,658,208,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6019,0,0,0,0,0,0,0,0,0,0,518,599,416,535,650,535,650,661,416,661,234,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6020,0,0,0,0,0,0,0,0,0,0,503,602,395,532,654,532,654,664,395,664,259,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6021,0,0,0,0,0,0,0,0,0,0,497,601,374,529,648,529,648,665,374,665,274,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6022,0,0,0,0,0,0,0,0,0,0,625,565,466,437,737,437,737,665,466,665,271,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6023,0,0,0,0,0,0,0,0,0,0,619,572,433,440,743,440,743,667,433,667,310,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6024,0,0,0,0,0,0,0,0,0,0,539,575,324,439,749,439,749,672,324,672,425,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6025,0,0,0,0,0,0,0,0,0,0,570,573,372,438,743,438,743,672,372,672,371,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6026,0,0,0,0,0,0,0,0,0,0,573,566,342,438,730,438,730,662,342,662,388,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6027,0,0,0,0,0,0,0,0,0,0,587,574,330,439,769,439,769,674,330,674,439,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6028,0,0,0,0,0,0,0,0,0,0,517,573,285,448,768,448,768,676,285,676,483,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6029,0,0,0,0,0,0,0,0,0,0,534,556,296,454,688,454,688,663,296,663,392,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6030,0,0,0,0,0,0,0,0,0,0,518,553,278,460,687,460,687,672,278,672,409,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6031,0,0,0,0,0,0,0,0,0,0,483,556,264,454,707,454,707,673,264,673,443,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
6032,0,0,0,0,0,0,0,0,0,0,539,570,264,462,730,462,730,675,264,675,466,1,False,2022_CFJe_HIVER_SOLO_QUALIF_DUHAUDT,False
